source	target	component	layer	head	restoration_mean	restoration_std	n_cells
KLF2	CXCR4	mlp	0		-0.8597683250163157	1.4006126528140286	11
KLF2	CXCR4	mlp	1		-0.17610147013940872	0.4440899053440372	11
KLF2	CXCR4	mlp	2		-0.06077669637151055	0.5940411145147863	11
KLF2	CXCR4	mlp	3		-0.6708674893059391	0.6481689159088095	11
KLF2	CXCR4	mlp	4		-0.5223355938086961	0.6790519671060733	11
KLF2	CXCR4	mlp	5		-0.019866522597187682	0.19800218830885827	11
KLF2	CXCR4	mlp	6		-0.3842421707446626	0.4226269262269177	11
KLF2	CXCR4	mlp	7		-0.344268415540412	0.383425169619743	11
KLF2	CXCR4	mlp	8		0.025279231268852002	0.09378164804591674	11
KLF2	CXCR4	mlp	9		-0.03029646315376677	0.031836063469518165	11
KLF2	CXCR4	mlp	10		0.0027815637216433483	0.0046212384419955805	11
KLF2	CXCR4	mlp	11		0.0	0.0	11
STAT4	S100A4	mlp	0		-0.7886677551740877	2.4966695104495846	2
STAT4	S100A4	mlp	1		-0.052888222055513884	0.1076839284177563	2
STAT4	S100A4	mlp	2		0.19651604077489965	0.4456354748473447	2
STAT4	S100A4	mlp	3		-0.7024844446405718	1.4539046539255105	2
STAT4	S100A4	mlp	4		0.653722254092935	1.500054908961692	2
STAT4	S100A4	mlp	5		-0.05703631790300516	0.12999456557182634	2
STAT4	S100A4	mlp	6		0.012576673580159747	0.01510258515044742	2
STAT4	S100A4	mlp	7		0.020188870747098547	0.13589206266569942	2
STAT4	S100A4	mlp	8		0.017331538767044706	0.07415556530999648	2
STAT4	S100A4	mlp	9		-0.008075548298839417	0.05435682506627977	2
STAT4	S100A4	mlp	10		-0.017552182163187855	0.024822534064423394	2
STAT4	S100A4	mlp	11		0.0	0.0	2
